aspect,keyword_matched,sentence,sentiment_score,review_id,product_id,brand
Weight,lightweight,Lightweight and easy to maneuver,0.4404,R67I6YUJ7YKTXG,BCF28C6B65,Safari
Weight,weight,The weight makes it very convenient to use,0.0,R67I6YUJ7YKTXG,BCF28C6B65,Safari
Size & Capacity,space,Decent space,0.0,RFI4O6L1F90S9B,BCF28C6B65,Safari
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RFI4O6L1F90S9B,BCF28C6B65,Safari
Zipper,zipper,zipper quality is commendable,0.0,RFI4O6L1F90S9B,BCF28C6B65,Safari
Durability,quality,zipper quality is commendable,0.0,RFI4O6L1F90S9B,BCF28C6B65,Safari
Weight,lightweight,Lightweight,0.0,RJ9RM7PYXDW2ZC,BCF28C6B65,Safari
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RJ9RM7PYXDW2ZC,BCF28C6B65,Safari
Durability,quality,weight quality is commendable,0.0,RJ9RM7PYXDW2ZC,BCF28C6B65,Safari
Weight,weight,weight quality is commendable,0.0,RJ9RM7PYXDW2ZC,BCF28C6B65,Safari
Zipper,zipper,"Decent space, good value, and excellent zipper",0.8402,RDALMJEGQTOAMD,BCF28C6B65,Safari
Size & Capacity,space,"Decent space, good value, and excellent zipper",0.8402,RDALMJEGQTOAMD,BCF28C6B65,Safari
Handle,handle,"Good value, decent space, and excellent handle",0.8402,RGNEKRCPPRCJIW,BCF28C6B65,Safari
Size & Capacity,space,"Good value, decent space, and excellent handle",0.8402,RGNEKRCPPRCJIW,BCF28C6B65,Safari
Weight,lightweight,Affordable price and lightweight,0.0,R4N5PP3XVKVZRG,BCF28C6B65,Safari
Durability,sturdy,Looks premium and feels sturdy,0.0,R4N5PP3XVKVZRG,BCF28C6B65,Safari
Zipper,zipper,The zipper quality is really good for this price range,0.4927,R4N5PP3XVKVZRG,BCF28C6B65,Safari
Durability,quality,The zipper quality is really good for this price range,0.4927,R4N5PP3XVKVZRG,BCF28C6B65,Safari
Size & Capacity,space,Decent space,0.0,RN7H9G1A07H23C,BCF28C6B65,Safari
Material,material,The material impressed me the most,0.4767,RN7H9G1A07H23C,BCF28C6B65,Safari
Material,build,"The build quality is good, Lightweight",0.4404,RZ2C9ROS7YT2M6,BCF28C6B65,Safari
Durability,build quality,"The build quality is good, Lightweight",0.4404,RZ2C9ROS7YT2M6,BCF28C6B65,Safari
Weight,lightweight,"The build quality is good, Lightweight",0.4404,RZ2C9ROS7YT2M6,BCF28C6B65,Safari
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RZ2C9ROS7YT2M6,BCF28C6B65,Safari
Lock,lock,The lock is excellent,0.5719,RZ2C9ROS7YT2M6,BCF28C6B65,Safari
Size & Capacity,compartments,Affordable price and the compartments is top notch,0.2023,RYO18PAJSSUUQO,BCF28C6B65,Safari
Weight,lightweight,Lightweight,0.0,R2SMDZQCBZAMD2,BE0EA7367F,Safari
Zipper,zipper,The zipper impressed me the most,0.4767,R2SMDZQCBZAMD2,BE0EA7367F,Safari
Material,build,"The build quality is good, Decent space",0.4404,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Size & Capacity,space,"The build quality is good, Decent space",0.4404,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Durability,build quality,"The build quality is good, Decent space",0.4404,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Material,build,The build quality is excellent,0.5719,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Durability,build quality,The build quality is excellent,0.5719,RGXO05QPAHKZ2U,BE0EA7367F,Safari
Durability,quality,Great quality for the price,0.6249,RSXVWVM4W3ZKWD,BE0EA7367F,Safari
Weight,lightweight,Lightweight,0.0,RSXVWVM4W3ZKWD,BE0EA7367F,Safari
Material,build,The build quality works smoothly,0.0,RSXVWVM4W3ZKWD,BE0EA7367F,Safari
Durability,build quality,The build quality works smoothly,0.0,RSXVWVM4W3ZKWD,BE0EA7367F,Safari
Size & Capacity,space,Decent space,0.0,RENGWYX9TRFLQB,BE0EA7367F,Safari
Material,material,The material feels durable and the zipper is very smooth,0.0,RENGWYX9TRFLQB,BE0EA7367F,Safari
Zipper,zipper,The material feels durable and the zipper is very smooth,0.0,RENGWYX9TRFLQB,BE0EA7367F,Safari
Durability,durable,The material feels durable and the zipper is very smooth,0.0,RENGWYX9TRFLQB,BE0EA7367F,Safari
Size & Capacity,space,Decent space,0.0,RXORZPGU2HBIK2,BE0EA7367F,Safari
Size & Capacity,spacious,Compact yet spacious,0.0,RXORZPGU2HBIK2,BE0EA7367F,Safari
Material,material,The material deserves special mention,0.4019,RXORZPGU2HBIK2,BE0EA7367F,Safari
Size & Capacity,space,Lightweight and decent space,0.0,R1PHP0XI5BJ5D5,BE0EA7367F,Safari
Weight,lightweight,Lightweight and decent space,0.0,R1PHP0XI5BJ5D5,BE0EA7367F,Safari
Durability,sturdy,Looks premium and feels sturdy,0.0,R1PHP0XI5BJ5D5,BE0EA7367F,Safari
Handle,handle,The handle quality is really good for this price range,0.4927,R1PHP0XI5BJ5D5,BE0EA7367F,Safari
Durability,quality,The handle quality is really good for this price range,0.4927,R1PHP0XI5BJ5D5,BE0EA7367F,Safari
Size & Capacity,spacious,Compact yet spacious,0.0,RMKTLZKJ49YD82,B91271AA5C,Skybags
Material,material,The material deserves special mention,0.4019,RMKTLZKJ49YD82,B91271AA5C,Skybags
Material,build,Sturdy build and the material is top notch,0.2023,ROFWWNC21O0Z5Q,B91271AA5C,Skybags
Durability,sturdy,Sturdy build and the material is top notch,0.2023,ROFWWNC21O0Z5Q,B91271AA5C,Skybags
Handle,handle,"Spacious, sturdy build, and excellent handle",0.5719,RZ42O83RLKTE42,B91271AA5C,Skybags
Material,build,"Spacious, sturdy build, and excellent handle",0.5719,RZ42O83RLKTE42,B91271AA5C,Skybags
Size & Capacity,spacious,"Spacious, sturdy build, and excellent handle",0.5719,RZ42O83RLKTE42,B91271AA5C,Skybags
Durability,sturdy,"Spacious, sturdy build, and excellent handle",0.5719,RZ42O83RLKTE42,B91271AA5C,Skybags
Handle,handle,"However, handle wobble",0.0,RA8HYEXF7JXJN6,B91271AA5C,Skybags
Wheels,wheels,The wheels could be better,0.4404,RA8HYEXF7JXJN6,B91271AA5C,Skybags
Weight,heavy,But I noticed slightly heavy after a few uses,0.0,RHCVSQAME4YRID,B91271AA5C,Skybags
Material,material,The material started fine but degraded,-0.5106,RHCVSQAME4YRID,B91271AA5C,Skybags
Zipper,zipper,The zipper makes it very convenient to use,0.0,RUVFMH07WPH6FE,B91271AA5C,Skybags
Durability,quality,Excellent quality,0.5719,RIVZK7A45HVGOX,B91271AA5C,Skybags
Material,build,"The build quality is good, Sturdy build",0.4404,RIVZK7A45HVGOX,B91271AA5C,Skybags
Durability,build quality,"The build quality is good, Sturdy build",0.4404,RIVZK7A45HVGOX,B91271AA5C,Skybags
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RIVZK7A45HVGOX,B91271AA5C,Skybags
Zipper,zipper,The zipper is excellent,0.5719,RIVZK7A45HVGOX,B91271AA5C,Skybags
Durability,quality,Excellent quality,0.5719,RACJBC2SWSOZCT,B590634F3D,Skybags
Weight,weight,The weight impressed me the most,0.4767,RACJBC2SWSOZCT,B590634F3D,Skybags
Handle,handle,The material feels durable and the handle is very smooth,0.0,RLV1XXLP8II7EW,B590634F3D,Skybags
Material,material,The material feels durable and the handle is very smooth,0.0,RLV1XXLP8II7EW,B590634F3D,Skybags
Durability,durable,The material feels durable and the handle is very smooth,0.0,RLV1XXLP8II7EW,B590634F3D,Skybags
Zipper,zipper,"Stylish design, color options, and excellent zipper",0.5719,R8S2ZGE2J51B3J,B590634F3D,Skybags
Size & Capacity,spacious,Spacious,0.0,RB4GF16YE0A4AB,B590634F3D,Skybags
Handle,handle,The handle is even better than my previous bag,0.4404,RB4GF16YE0A4AB,B590634F3D,Skybags
Material,build,"The build quality is good, Sturdy build",0.4404,R6L3UEYBISBO55,B590634F3D,Skybags
Durability,build quality,"The build quality is good, Sturdy build",0.4404,R6L3UEYBISBO55,B590634F3D,Skybags
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,R6L3UEYBISBO55,B590634F3D,Skybags
Weight,weight,The weight is excellent,0.5719,R6L3UEYBISBO55,B590634F3D,Skybags
Size & Capacity,spacious,Spacious,0.0,R61IAOIM458AX4,BE9AACBA56,Skybags
Material,build,The build quality impressed me the most,0.4767,R61IAOIM458AX4,BE9AACBA56,Skybags
Durability,build quality,The build quality impressed me the most,0.4767,R61IAOIM458AX4,BE9AACBA56,Skybags
Wheels,wheels,Sturdy build and the wheels is top notch,0.2023,R76SZN9DDE3CUP,BE9AACBA56,Skybags
Material,build,Sturdy build and the wheels is top notch,0.2023,R76SZN9DDE3CUP,BE9AACBA56,Skybags
Durability,sturdy,Sturdy build and the wheels is top notch,0.2023,R76SZN9DDE3CUP,BE9AACBA56,Skybags
Material,build,Spacious and sturdy build,0.0,RLQI7E1DDQLEM1,BE9AACBA56,Skybags
Size & Capacity,spacious,Spacious and sturdy build,0.0,RLQI7E1DDQLEM1,BE9AACBA56,Skybags
Durability,sturdy,Spacious and sturdy build,0.0,RLQI7E1DDQLEM1,BE9AACBA56,Skybags
Size & Capacity,compartments,Really impressed with the compartments,0.5256,RLQI7E1DDQLEM1,BE9AACBA56,Skybags
Size & Capacity,spacious,Compact yet spacious,0.0,RFZ8OBK3G84UTD,BE9AACBA56,Skybags
Lock,lock,The lock deserves special mention,0.4019,RFZ8OBK3G84UTD,BE9AACBA56,Skybags
Wheels,wheels,The wheels is really impressive,0.5563,R3NWXUJ3AC6PE6,BE9AACBA56,Skybags
Size & Capacity,spacious,Spacious,0.0,RNPM6JQFWWXR5R,BE9AACBA56,Skybags
Size & Capacity,spacious,Compact yet spacious,0.0,RNPM6JQFWWXR5R,BE9AACBA56,Skybags
Weight,weight,The weight deserves special mention,0.4019,RNPM6JQFWWXR5R,BE9AACBA56,Skybags
Material,material,The material makes it very convenient to use,0.0,R292MTR6SNGLH6,BE9AACBA56,Skybags
Durability,quality,Average quality,0.0,RJ37C9H42M44GV,BE9AACBA56,Skybags
Durability,quality,"Stylish design which is nice, but price for quality",0.2263,RJ37C9H42M44GV,BE9AACBA56,Skybags
Size & Capacity,fits,Fits all airline requirements,0.0,R438TGBCVARLW3,BE9AACBA56,Skybags
Size & Capacity,compartments,compartments is of great quality,0.6249,R438TGBCVARLW3,BE9AACBA56,Skybags
Durability,quality,compartments is of great quality,0.6249,R438TGBCVARLW3,BE9AACBA56,Skybags
Durability,quality,Great quality for the price,0.6249,RODKEF828XG8Y7,B6E6D088C5,Skybags
Material,build,Sturdy build,0.0,RODKEF828XG8Y7,B6E6D088C5,Skybags
Durability,sturdy,Sturdy build,0.0,RODKEF828XG8Y7,B6E6D088C5,Skybags
Size & Capacity,compartments,The compartments works smoothly,0.0,RODKEF828XG8Y7,B6E6D088C5,Skybags
Material,build,Sturdy build and spacious,0.0,RKGAZU41UGL3WX,B6E6D088C5,Skybags
Size & Capacity,spacious,Sturdy build and spacious,0.0,RKGAZU41UGL3WX,B6E6D088C5,Skybags
Durability,sturdy,Sturdy build and spacious,0.0,RKGAZU41UGL3WX,B6E6D088C5,Skybags
Durability,quality,Skybags quality is reliable,0.0,RKGAZU41UGL3WX,B6E6D088C5,Skybags
Size & Capacity,compartments,Stylish design and the compartments is top notch,0.2023,RX5QJICJDAN085,B6E6D088C5,Skybags
Durability,quality,Great quality for the price,0.6249,R1IQ2BAJDM5FC7,B6E6D088C5,Skybags
Size & Capacity,spacious,Spacious,0.0,R1IQ2BAJDM5FC7,B6E6D088C5,Skybags
Weight,weight,The weight works smoothly,0.0,R1IQ2BAJDM5FC7,B6E6D088C5,Skybags
Weight,weight,The weight makes it very convenient to use,0.0,RFDHGZZ0JKIBU4,B6E6D088C5,Skybags
Durability,quality,Excellent quality,0.5719,RAGKC4LORXDTG5,B6E6D088C5,Skybags
Size & Capacity,spacious,Spacious and stylish design,0.0,RAGKC4LORXDTG5,B6E6D088C5,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,RAGKC4LORXDTG5,B6E6D088C5,Skybags
Handle,handle,The handle quality is really good for this price range,0.4927,RAGKC4LORXDTG5,B6E6D088C5,Skybags
Durability,quality,The handle quality is really good for this price range,0.4927,RAGKC4LORXDTG5,B6E6D088C5,Skybags
Size & Capacity,fits,Fits all airline requirements,0.0,RYDMT8VT43PT5R,B6E6D088C5,Skybags
Durability,quality,lock is of great quality,0.6249,RYDMT8VT43PT5R,B6E6D088C5,Skybags
Lock,lock,lock is of great quality,0.6249,RYDMT8VT43PT5R,B6E6D088C5,Skybags
Durability,quality,Great quality for the price,0.6249,R83EP9P9W4J66C,BA614F2B42,Skybags
Size & Capacity,spacious,Spacious,0.0,R83EP9P9W4J66C,BA614F2B42,Skybags
Zipper,zipper,The zipper works smoothly,0.0,R83EP9P9W4J66C,BA614F2B42,Skybags
Size & Capacity,spacious,Spacious,0.0,RFUU8DD22555JX,BA614F2B42,Skybags
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RFUU8DD22555JX,BA614F2B42,Skybags
Wheels,wheels,wheels quality is commendable,0.0,RFUU8DD22555JX,BA614F2B42,Skybags
Durability,quality,wheels quality is commendable,0.0,RFUU8DD22555JX,BA614F2B42,Skybags
Size & Capacity,spacious,Color options and spacious,0.0,RYOO5YBRJNM2L4,BA614F2B42,Skybags
Durability,quality,Skybags quality is reliable,0.0,RYOO5YBRJNM2L4,BA614F2B42,Skybags
Material,build,Sturdy build,0.0,RPXGH30153SFLS,BA614F2B42,Skybags
Durability,sturdy,Sturdy build,0.0,RPXGH30153SFLS,BA614F2B42,Skybags
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RPXGH30153SFLS,BA614F2B42,Skybags
Material,build,build quality quality is commendable,0.0,RPXGH30153SFLS,BA614F2B42,Skybags
Durability,build quality,build quality quality is commendable,0.0,RPXGH30153SFLS,BA614F2B42,Skybags
Wheels,wheels,Color options and the wheels is top notch,0.2023,RIQ7ZJ3SWEBNVG,BA614F2B42,Skybags
Material,build,Stylish design and sturdy build,0.0,RFU84XYJOA21A6,BA614F2B42,Skybags
Durability,sturdy,Stylish design and sturdy build,0.0,RFU84XYJOA21A6,BA614F2B42,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,RFU84XYJOA21A6,BA614F2B42,Skybags
Handle,handle,The handle quality is really good for this price range,0.4927,RFU84XYJOA21A6,BA614F2B42,Skybags
Durability,quality,The handle quality is really good for this price range,0.4927,RFU84XYJOA21A6,BA614F2B42,Skybags
Material,build,Sturdy build and spacious,0.0,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Size & Capacity,spacious,Sturdy build and spacious,0.0,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Durability,sturdy,Sturdy build and spacious,0.0,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Material,material,The material quality is really good for this price range,0.4927,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Durability,quality,The material quality is really good for this price range,0.4927,RXPNMJQY3ODSX4,BA614F2B42,Skybags
Durability,quality,Great quality for the price,0.6249,RLJX8XGSIC43OL,BA614F2B42,Skybags
Material,build,Sturdy build,0.0,RLJX8XGSIC43OL,BA614F2B42,Skybags
Durability,sturdy,Sturdy build,0.0,RLJX8XGSIC43OL,BA614F2B42,Skybags
Material,build,The build quality works smoothly,0.0,RLJX8XGSIC43OL,BA614F2B42,Skybags
Durability,build quality,The build quality works smoothly,0.0,RLJX8XGSIC43OL,BA614F2B42,Skybags
Size & Capacity,spacious,Spacious and color options,0.0,R0U93MZYWR7MKG,BA614F2B42,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,R0U93MZYWR7MKG,BA614F2B42,Skybags
Durability,quality,The lock quality is really good for this price range,0.4927,R0U93MZYWR7MKG,BA614F2B42,Skybags
Lock,lock,The lock quality is really good for this price range,0.4927,R0U93MZYWR7MKG,BA614F2B42,Skybags
Size & Capacity,spacious,"Color options, spacious, and excellent lock",0.5719,RXII5P5NVQEBWU,BA614F2B42,Skybags
Lock,lock,"Color options, spacious, and excellent lock",0.5719,RXII5P5NVQEBWU,BA614F2B42,Skybags
Size & Capacity,spacious,Spacious,0.0,RO5F9M969F5GCL,BA614F2B42,Skybags
Size & Capacity,spacious,Compact yet spacious,0.0,RO5F9M969F5GCL,BA614F2B42,Skybags
Handle,handle,The handle deserves special mention,0.4019,RO5F9M969F5GCL,BA614F2B42,Skybags
Durability,quality,Excellent quality,0.5719,REPPPRAT0861TA,BA614F2B42,Skybags
Size & Capacity,fits,Fits all airline requirements,0.0,REPPPRAT0861TA,BA614F2B42,Skybags
Zipper,zipper,zipper is of great quality,0.6249,REPPPRAT0861TA,BA614F2B42,Skybags
Durability,quality,zipper is of great quality,0.6249,REPPPRAT0861TA,BA614F2B42,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,RSLCB8QSSPYE9R,BA614F2B42,Skybags
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,RSLCB8QSSPYE9R,BA614F2B42,Skybags
Durability,quality,The compartments quality is really good for this price range,0.4927,RSLCB8QSSPYE9R,BA614F2B42,Skybags
Material,material,"Color options, stylish design, and excellent material",0.5719,RASEZ2NX1WVBD4,BA614F2B42,Skybags
Durability,quality,Excellent quality,0.5719,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Material,build,Spacious and sturdy build,0.0,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Size & Capacity,spacious,Spacious and sturdy build,0.0,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Durability,sturdy,Spacious and sturdy build,0.0,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Wheels,wheels,The wheels quality is really good for this price range,0.4927,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Durability,quality,The wheels quality is really good for this price range,0.4927,RXJVE3DZEEDHHJ,BCFDA48FA6,Skybags
Size & Capacity,spacious,Color options and spacious,0.0,RLAY64YFDS0DJI,BCFDA48FA6,Skybags
Material,build,Really impressed with the build quality,0.5256,RLAY64YFDS0DJI,BCFDA48FA6,Skybags
Durability,build quality,Really impressed with the build quality,0.5256,RLAY64YFDS0DJI,BCFDA48FA6,Skybags
Size & Capacity,spacious,Compact yet spacious,0.0,R2L0D1B4XGMPW5,BCFDA48FA6,Skybags
Zipper,zipper,The zipper deserves special mention,0.4019,R2L0D1B4XGMPW5,BCFDA48FA6,Skybags
Material,build,Spacious and sturdy build,0.0,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Size & Capacity,spacious,Spacious and sturdy build,0.0,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Durability,sturdy,Spacious and sturdy build,0.0,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Durability,sturdy,Looks premium and feels sturdy,0.0,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Material,build,The build quality quality is really good for this price range,0.4927,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Durability,build quality,The build quality quality is really good for this price range,0.4927,R2X2EZC7FOV2YG,BCFDA48FA6,Skybags
Size & Capacity,spacious,Spacious,0.0,RPCXA5S00I85SY,BCFDA48FA6,Skybags
Zipper,zipper,The zipper is even better than my previous bag,0.4404,RPCXA5S00I85SY,BCFDA48FA6,Skybags
Weight,weight,Stylish design and the weight is top notch,0.2023,R7SQRF1LLKSTN3,BCFDA48FA6,Skybags
Durability,quality,Great quality for the price,0.6249,RERXDOUADVWKSH,BCFDA48FA6,Skybags
Size & Capacity,spacious,Spacious,0.0,RERXDOUADVWKSH,BCFDA48FA6,Skybags
Material,build,The build quality works smoothly,0.0,RERXDOUADVWKSH,BCFDA48FA6,Skybags
Durability,build quality,The build quality works smoothly,0.0,RERXDOUADVWKSH,BCFDA48FA6,Skybags
Durability,quality,"However, price for quality",0.0,RM38KSZBFFZZDV,B656A00C3F,Skybags
Material,build,The build quality could be better,0.4404,RM38KSZBFFZZDV,B656A00C3F,Skybags
Durability,build quality,The build quality could be better,0.4404,RM38KSZBFFZZDV,B656A00C3F,Skybags
Material,material,The material is even better than my previous bag,0.4404,RDO74V1QX8ERTB,B656A00C3F,Skybags
Durability,quality,Average quality,0.0,RXVL5PVYIOMK2E,B656A00C3F,Skybags
Weight,heavy,"Color options which is nice, but slightly heavy",0.2263,RXVL5PVYIOMK2E,B656A00C3F,Skybags
Material,build,Sturdy build,0.0,R7WHWKMY9X8SYL,B656A00C3F,Skybags
Durability,sturdy,Sturdy build,0.0,R7WHWKMY9X8SYL,B656A00C3F,Skybags
Size & Capacity,spacious,Compact yet spacious,0.0,R7WHWKMY9X8SYL,B656A00C3F,Skybags
Lock,lock,The lock deserves special mention,0.4019,R7WHWKMY9X8SYL,B656A00C3F,Skybags
Size & Capacity,spacious,Spacious is great but slightly heavy is disappointing,-0.3301,RDNBCJ29YFC2HT,B656A00C3F,Skybags
Weight,heavy,Spacious is great but slightly heavy is disappointing,-0.3301,RDNBCJ29YFC2HT,B656A00C3F,Skybags
